2 64.747 
4 27.673 
8 11.6807 
16 5.51606 
28 3.23508 
56 4.77716 
112 4.41333 
1 3.49935e-05 
1 3.48883e-05 
1 3.95942e-05 
1 3.7048e-05 
1 3.95514e-05 
1 4.04492e-05 
1 4.02471e-05 
1 4.89233e-05 
1 5.6766e-05 
1 4.78597e-05 
1 4.58043e-05 
1 4.21787e-05 
1 3.82643e-05 
1 4.75515e-05 
1 3.52357e-05 
1 6.01253e-05 
1 3.97209e-05 
1 3.66066e-05 
1 4.9267e-05 
1 3.82671e-05 
1 3.5367e-05 
1 3.64883e-05 
4 0.000230177 
4 0.000217044 
4 0.000366065 
4 0.000307951 
4 0.000235316 
4 0.000280719 
4 0.000263047 
4 0.000189119 
4 0.000416487 
4 0.000327139 
4 0.000407724 
4 0.000355897 
4 0.000226467 
4 0.000281991 
4 0.000302474 
4 0.000225732 
4 0.000253283 
4 0.000288259 
4 0.000170279 
4 0.000300281 
4 0.000228594 
4 0.00031863 
4 0.000469166 
4 0.000426368 
4 0.000325138 
4 0.000306194 
4 0.000255412 
4 0.000236878 
4 0.000267896 
4 0.000353148 
4 0.00109552 
4 0.00090848 
4 0.000475703 
4 0.000212975 
4 0.000402798 
4 0.000197895 
4 0.000484814 
4 0.000276431 
4 0.000336061 
4 0.000624503 
4 0.00101485 
4 0.00108381 
4 0.000867556 
4 0.00148174 
4 0.00100893 
4 0.000997647 
4 0.00100295 
4 0.00281188 
4 0.00113245 
4 0.00123792 
4 0.0012608 
4 0.000919288 
4 0.00167276 
4 0.00123283 
4 0.00118449 
4 0.00138581 
4 0.000841188 
4 0.000705799 
4 0.00376333 
1 0.000105614 
1 0.000104549 
1 9.54093e-05 
1 9.52045e-05 
1 9.61144e-05 
1 9.95696e-05 
1 0.000184578 
1 0.000190808 
4 0.000307916 
4 0.00052816 
1 9.04622e-05 
1 9.5237e-05 
1 0.000106536 
1 9.99998e-05 
1 7.75317e-05 
4 0.000788336 
4 0.000342607 
4 0.000428453 
4 0.000183322 
4 0.000306838 
4 0.000222483 
